"0000000014";"Segurtour Incoming para extranjeros";;;;"Seguro Cap Arag asistencia para extranjeros";;"SS";"000106";"000106";"01";"04";"AG";"000006";10,68;;;20,00;-1;;;"0006";;"Contratar SegurTour INCOMING a la hora de la reserva, ya que incluye 1000€ de seguro de cancelación";;;0;;;-9999999999,00;;;;;;
"0000000015";"Seguro Ampliado: Seguro de Cancelación para Extranjeros";;;;"Seguro Cap Arag Cancelación
Precio según presupuesto";;"SS";"000106";"000106";"01";"04";"AG";"000006";85,00;;;120,00;-1;;;"0006";;"Pólizas: SEGURTOUR CANCELACION o SEGURTOUR ANULACIÓN ESPECIAL 
OJO: Segurtour Cancelación es combinable con la cubertura del Segurtour Incoming. Segurtour Anulación Especial no. Mirar correos en bandeja SegurTour insurance
(precio abajo basado en 2 clientes, y valor de 2400€, Segurtour Cancelación)";;;0;;;-9999999999,00;;;;;;
"0000000016";"Seguro Ampliado: Asistencia y cancelación (españoles)";;;;"Seguro Cap Arag Asistencia en viaje  y Cancelación";;"SS";"000106";"000106";"01";"04";"AG";"000006";9,58;;;25,00;-1;;;"0006";;;;;0;;;-9999999999,00;;;;;;
"0000000017";"Suplemento habitación Individual";;;;"Suplemento habitación Individual";;"SUP";"000108";"000108";"01";"04";"AG";"000006";0,00;;;0,00;-1;;;"0008";;;;;0;;;-9999999999,00;;;;;;
"0000000018";"Austria: Donaueschingen - Passau";;;;"12 noches: cenas 210 euros : bici 90 : supl Indiv 190";;"VCA";"000193";"000193";"01";"04";"AG";"000006";800,00;;;960,00;-1;;;"0009";;;;;0;;;-9999999999,00;;;;;;
"0000000019";"Alquiler de Bicicleta / Rental bicycle on trip";;;;"Alquiler de bicicleta en viaje.
Rental bicycle on trip.";;"BI";"000108";"000108";"01";"04";"AG";"000006";0,00;;;0,00;-1;;;"0008";;;;;0;;;-9999999999,00;;;;;;
"0000000020";"Monitores";;;;"Monitores";;;;;;;"AG";"000006";0,00;;;0,00;0;;"02";;;;;;0;;;-9999999999,00;;;;;;
"0000000021";"Spain: Camino Santiago Self Guided from León";"A must in Spain";"Possibly Europe’s oldest tourist trail! The route features some of Spain’s most striking countryside and unforgettable architecture: an unbeatable cultural and historical trip. This “do it yourself”-tour bring its down to its essence.
From 830 euros ... ";"Listed as the main European Cultural Itinerary, dotted with delightful monuments such as old pilgrims' hospitals, and sanctuaries, this route reminds us constantly to be the oldest, most celebrated and frequented route in Europe. 
Running through two of Spain’s northern regions - Castile and Galicia - the Camino gives way to breathtaking landscapes, unique monuments and typical villages in this part of our country. You will savor the rich Spanish gastronomy, offering traditional regional cuisine with excellent wines.

This “do it yourself”-tour gives you the flexibility to enjoy this historic pilgrimage at your own pace and brings the experience down to its essence: an individual challenge to reach Santiago…!

";"Camino Santiago Self Guided from LEON
830€/ ss: 180€
Paradores: 990 € / ss: 290€";;"VCP";"000108";"000108";"01";"04";"AG";"000006";700,00;;;830,00;-1;2;;"0001";;"2012 780€ / ss: 
kkjk";11;13;-1;;;830,00;;;"";;"7 noches / 6 dias ";"
"
"0000000027";"Italia. Veneto en barco y bici. Alquiler de bicicleta";;;;"Bicicleta Shimano Deore 27 marchas.
Equipación: alforja, botella de agua, candado.
";;"BI";"000226";"000226";"01";"04";"AG";"000006";48,00;;;60,00;-1;;;"0003";;"En el AG incluye también  bolsa porta mapas y un kit de reparación por cada dos bicis.
Bicis eléctricas Bruto: 145 / Neto 116 € (20 % Com).
Cascos: 15 € (no comisionable). Si el cliente lo quiere, hay que reservarlos con el tour, pero lo pagan allí.";;;;;;;;;;;;
"0000000028";"Italia: Toscana, de Florencia a Pisa - Alquiler bici";;;;"Bicicleta de aluminio, 21 velocidades.
Equipación: bolsa portamapas, 1 alforja.";;"BI";"000057";"000057";"01";"04";"AG";"000006";55,00;;;61,00;-1;;;"0003";;"Bruto: 61 € | Neto 55";;;;;;;;;;;;
"0000000029";"Francia: Midi y Castillos. Alquiler de bicicleta";;;;"Bicicleta de paseo con 21cambios y cuentan con inflador, candado y una bolsa o alforja cada una.";;"BI";"000012";"000012";"01";"04";"AG";"000006";65,00;;;70,00;-1;;;"0002";;;;;0;;;-9999999999,00;;;;;;
"0000000030";"Francia: Por la Dordogne. Alquiler de bicicleta";;;;"Alquiler de bicicleta.";;"BI";"000056";"000056";"01";"04";"AG";"000006";90,00;;;100,00;-1;;;"0002";;;;;0;;;-9999999999,00;;;;;;
"0000000031";"Francia: Loira Castillos desde Blois - Alquiler Bicicleta";;;;"Bicileta de 21 velocidades.
Equipación: alforjas, chaleco reflectante, candado y kit de reparación.";;"BI";"000191";"000191";"01";"04";"AG";"000006";75,00;;;85,00;-1;;;"0002";;"Bruto: 85 € Neto: 75 €";;;;;;;;;;;;
"0000000035";"Alquiler de bicicleta Croacia";;;;"Croacia";;"BI";"000227";"000227";"01";"04";"AG";"000006";75,00;;;75,00;-1;;;"0005";;"- Bicicleta 75€ 
- Eléctrica 145€";;;;;;;;;;;;
"0000000038";"Spain: Girona Countryside";;;;"Opcion lujo - sup julio-ago 125 euros/pers";;"VCA";"000233";"000233";"01";"04";"AG";"000006";556,00;;;696,00;-1;;;"0001";;;;;0;;;-9999999999,00;;;;;;
"0000000039";"Devolución";;;;"Devolución: ";;"VCP";"000108";"000108";"01";"04";"AG";"000006";0,00;;;0,00;-1;;;"0008";;;;;0;;;-9999999999,00;;;;;;
"0000000041";"Spain: La Rioja Wine route Self guided";"Spain Sideways";"This is the perfect tour for people who are newcomers to cycle touring and Spanish wines, providing an amazing combination of scenery, tastes and wide-open spaces that will leave you with great memories for years to come ...
From 820 €";"This trip goes round one of the most beautiful landscapes of Spain. It´s a top chance of fully enjoying the charming villages, vintage and cellars, small castles, religious art and the best gastronomy and wine. 
Wine has been the backbone of the economy of La Rioja since the time of the Romans, and it’s not difficult to see why. A microclimate bordered by two impressive mountain ranges, with the Ebro River cutting through the middle, its gentle hills are perpetually covered in vineyards and wheat fields. In six days and five nights, our Rioja tour introduces you to the region’s most outstanding highlights: wineries, both historic and modern; kilometre after kilometres of quiet country roads that wind along the banks of the Ebro; the presence of the Camino de Santiago (Saint James Way); and the beauty of the Sierra de la Demanda mountains to the south.
This is the perfect tour for people who are newcomers to cycle touring and Spanish wines, providing an amazing combination of scenery, tastes and wide-open spaces that will leave you with great memories for years to come. 

";"Starting date:
bike hire: 75";;"VCP";"000108";"000108";"01";"04";"AG";"000006";750,00;;;820,00;-1;2;;"0001";;"2013 PRICE: 820 €
Single supplement: 210 €
";13;12;-1;;30/10/2013 0:00:00;820,00;;;"";;"6 noches / 5 dias";"DATES: 
Any date from March-October"
"0000000042";"Austria: De Passau a Viena";"";"";"";"Precio por persona en habitación doble.

Duración: 8 días / 7 noches
Del ... al...

- Alojamiento en media pensión en hoteles de la categoría escogida. 
- Transporte de equipaje.
- Bicicleta con alforjas.
- Mapas y libro de ruta en inglés. 
- Asistencia telefónica en español.";;"VCA";"000193";"000193";"01";"04";"AG";"000006";552,00;;;670,00;-1;1;;"0009";;"PRECIO Hotel Cat. B:
800 € del 11 de mayo al 24 de agosto
770 € resto año";5;2;-1;;;670,00;;;"";;"8 días / 7 noches";""
"0000000043";"Austria: De Passau a Viena en barco";"De Passau a Viena a bordo del MS Diana";"Viaje para recorrer casi todo el Danubio en Austria. Desde la frontera con Alemania Passau, hasta Viena.";"La ruta del Danubio es una de las rutas más conocidas en Europa. La ruta es fácil, apta para todos y hay posibilidad de hacer más kilómetros para el que lo quiera.

Os proponemos un viaje en barco y bicicleta, una fórmula de gran éxito en Europa. Y es que gracias a que este río es navegable y con poco desnivel, con sólo unas pocas esclusas cruzamos casi toda Austria.
Debido al gran turismo que llega de Alemania, todos los viajes empiezan en la frontera alemana-austriaca, en Passau.
A Passau se llega bien desde el aeropuerto de Munich donde hay numerosos vuelos. 

- El barco MS Diana, tiene 79 metros de eslora, 39 cabinas dobles todas con ducha y baño privado, camas bajas, TV y aire acondicionado. 
Los desayunos son buffet, las cenas de 3 platos y las comidas de 2 platos o bien comida en bolsa para la ruta del día.
En el barco hay personal de apoyo e información de la ruta, pero en bicicleta no acompaña ningún guía. Los participantes van por su cuenta.


http:// www.austria.info/es
";"Fecha salida: 
Precio por persona en camarote doble:
780 € cubierta superior 
730 € cubierta principal
3ª persona 50% dto.";;"VCA";"000193";"000193";"01";"04";"AG";"000006";530,00;;;730,00;-1;1;;"0009";;"PRECIOS MS DIANA:
(Passau-Viena-Passau)
780 € cubierta superior
730 € cubierta principal
3ª persona 50% dto.";5;1;-1;;;710,00;;;"";;"8 días / 7 noches";""
"0000000044";"Austria: de Linz a Viena";;;;"Autoguiado.
9 días / 8 noches
Del ... al ...
Precio por adulto. Incluye:
- 8 noches alojamiento con desayuno en hoteles 3-4 estrellas.
- 6 cenas.
- Traslado equipaje.
- Asistencia en Español.
- Mapas y libro de ruta.
- Bicicleta.

";;"VCP";"000193";"000193";"01";"04";"AG";"000006";561,30;;;730,00;-1;1;;"0009";;"Neto: (alojamiento) 441,5 + (bici) 49,3 + (MP)   =  561,30 €
";5;;-1;;;-9999999999,00;;;;;;
"0000000045";"Spain: Vuelta a España week 1";"Galicia and Camino Santiago";"A spectacular beginning of Vuelta in the region of Galicia. Spectacular riding along the coast, great sea food, white wines, Camino Santiago... Don't miss it!
9 Days from 2175 Euros... ";"La vuelta is the most intimate of the 3 professional grand cycling tours. Our tour will start from Madrid and is the beginning of what will be a memorable and unforgettable cycling week through northern Spain. 
The 2013 race starts in the Galicia. 
This year we will witness the first 5 stages of La Vuelta live! Stage 1 includes a team time trial through vineyards and beaches.

The beauty of La Vuelta is that we have the opportunity to get close to the cyclists, watch them pass by, witness the starting and/or finishing points of the various stages and visit the hotels where the teams stay. The day generally starts with a morning ride and after a relaxed lunch we face the last kilometers of the days' stage. Our hotels are centrally located so we can easily access each of the final stages and see the most spectacular moments of the race.

Throughout the tour you will be accompanied by our fully equipped van, should you wish to take a break from cycling. Our experienced guides will ensure our road bikes are adjusted to your preferences -or you may choose to bring your own bike-. They will be on hand to assist you from the moment you arrive in Spain, they have great knowledge of the country, the roads and the routes to ensure you have nothing to worry about but the pleasure of cycling.

See the photo gallery of our 2012 tour in 
FACEBOOK
(https://www.facebook.com/media/set/?set=a.10152055193920015.891691.364892035014&type=3)";"Week 1:  
date: 22 - 30 AGO 
Price 2013: 2275€

Week 3:
Date: 08 - 15 Sep
Price 2013: 2275€";;"VCP";"000108";"000108";"01";"04";"AG";"000006";1800,00;;;2275,00;-1;1;;"0001";;;7;4;-1;;;2175,00;;;"";;"9 days / 8 nights";"August 23rd to 31st"
"0000000046";"Holanda: en Familia Cuentos y Castillos";"Especial para familias";"Un viaje en familia por el sur de Holanda. Atractivos culturales, recorridos seguros y planos, navegación en barco, parques. 
Desde 449€ por pasajero.... ";"Especialmente preparado para familias con niños de 7 a 11 años, las rutas se diseñan teniendo en cuenta los intereses de los niños dandoles numerosos atractivos. Los padres pueden estar tranquilos en cuanto a la seguridad de los recorridos.
Las rutas en bicicleta siguen carriles bici y caminos tranquilos. Durante la ruta ofrecemos visitas y actividades y a veces se tiene la oportunidad de bañarse cerca del barco. 
Desde Ámsterdam, el barco parte hacia el sureste. Siguiendo el Canal Merwede, se llega al pueblo fortificado de Gorinchem. Después de un paseo por el mercado, visitamos el castillo medieval y antigua cárcel de Loevestein. En ningún sitio del mundo se encuentran tantos molinos tradicionales como en Kinderdijk: 19 en total. Desde Gouda, el pueblo más famoso por su queso, montamos en bicicleta hasta una granja cercana para jugar una partida de golf con los tradicional zuecos. Después, un vaso de leche de vaca fresca y queso para todos.
Hacia la mitad de la semana disfruta de un día libre con la familia. Se puede visitar el parque de atracciones de Efteling, darse un baño en la piscina o dar un agradable paseo por un bosque cercano. Seguimos el río Amstel, hasta llegar al centro de Ámsterdam para ir de compras o visitar algún museo. Por la tarde existe la oportunidad de dar una vuelta en barco por los canales de Ámsterdam.
El alojamiento será en barcos-hoteles que nos van acompañando cerca de la ruta. Los guías locales (Idioma español no siempre garantizado) se encargan de ayudarle en todo y los desayunos y cenas, variados y que gustan mucho a la gente, son a bordo del barco.

";"Holanda en Familia Cuentos y Castillos
2 adultos+2niños
Barco: 
Muelle: 
Salida: fecha, 13.30h
Referencia: P
Clientes:";;"VCA";"000002";"000002";"01";"04";"AG";"000006";1404,80;;;1756,00;-1;1;;"0004";;;1;1;-1;;;449,00;;;"";;"8 días y 7 noches";""
"0000000047";"Holanda: de Amsterdam a Brujas Relax";"Cruzando fronteras";"Un paseo en barco y bici entre estas dos preciosas ciudades con muchos atractivos en el recorrido ... 
Barco categoría Comfort
Desde 829 €
";"Esta ruta le da a oportunidad de conocer lo mejor de Holanda y de Bélgica en una ruta. Empezamos en Ámsterdam y bajamos en bicicleta y barco por la ciudad famoso por sus quesos: Gouda y la ciudad amurallada de Willemstad frente al mar, que se encuentra estratégicamente situada. Visitamos los 19 molinos de Kinderdijk antes de cruzar la frontera y seguir la ruta por tierra Belga. Allí pasamos por las ciudades Amberes, famoso por su producción de cerveza y el pintor Rubens, Gante con sus canales y lo mejor de todo: la ciudad monumental de Brujas.

Este viaje se hace de forma inversa alternativamente. Deben consultarnos para saber cada semana que sentido se hace.
Hay 2 clases de barcos y en Abril y Mayo hay salidas especiales con visita al parque de flores de Keukenhof. Es sin duda, el momento adecuado de ver millones de tulipanes en hermosos campos. 
";"Barco: 
Muelle: 
Salida: fecha, 13.30h
Referencia: P

HMP (comfort) 789€

HMP: Desde Amsterdam: 02/06, 16/06, 28/07, 11/08, 25/08, 08/09 
HMP: Desde Brujas: 09/06, 23/06, 21/07, 04/08, 18/08, 01/09, 15/09
Con parque de flores Keukenhof
SFL: Desde Amst 719€: 07/04, 21/04
SFL: Desde Brujas 719€: 14/04, 28/04
SFP: Desde Amst 829€: 14/04, 28/04
SFP: Desde Brujas 829€: 05/05";;"VCA";"000002";"000002";"01";"04";"AG";"000006";631,20;;;789,00;-1;1;;"0004";;;1;2;-1;;;829,00;;;"";;"8 días / 7 noches";"Salidas FLORES* incluye entrada al parque Keukenhof"
"0000000048";"Holanda: alrededor el Lago IJssel en hoteles";"Para ir tranquilos";"Un viaje en libertad. Recorrido de naturaleza y tranquilidad con bonitos pueblos y atractivos culturales, recorridos seguros. 
Desde 810  por pasajero.... ";"Para los aventureros tenemos este tour auto guiado por el centro de Holanda. Ayudado por una mapa y el paquete de información en inglés, le llevamos alrededor del lago más grande de Holanda, el Lago IJssel. Es un lago especial, ya que fue creado en 1932, cuando los Holandeses completaron el dique (llamado el Afsluitdijk, literalmente 'Dique que cierra') que cerró el paso del Mar del Sur al Waddenzee (Mar de los Wadden). 
Su viaje empieza en Hoorn, donde cenamos en el muelle antiguo mientras podemos ver los barcos antiguos en el agua. Montamos a las orillas del lago hacía Enkhuizen y desde allí cruzamos en ferry al otro lado del Lago, y a otra provincia de Holanda donde la gente habla su propia idioma 'Fries'. Le sorprenderá la naturaleza y la tranquilidad de esta provincia llamada Friesland. 
En Lemmer tendremos un ambiente de barcos y agua. Pasamos por el Tjeukemeer, por pueblos únicos y nos lleva a Ossenzijl donde dormimos en un hotel situado en un parque nacional. Luego pasamos Giethoorn, conocido por sus numerosos canales y vias fluviales y llamado 'La Venecia del Norte'. Pasear por este pueblo en un barco tradicional llamado 'punter', es una experiencia imprescindible. 
Luego pasamos por otro pueblo acuático Zwartsluis y montamos encima del anterior dique de mar hacía Kampen. También el pueblo Elburg vale un par de horas de su tiempo. Cruzamos bosques y llanura anegadiza llegamos a Harderwijk, ciudad llena de vida y dormimos en un hotel situado en la plaza central. Cruzando por el pueblo artístico Laren el viaje nos lleva por las llanuras anegadizas (moorlands) de Tafelberg y al pueblo amurallado de Naarden. Al final, el río Vecht nos lleva a Weesp, donde pasamos la última noche. Desde allí, solo tenemos 30 minutos en tren a Ámsterdam.
";"Salida: fecha, 13.30h
Referencia: P

Fechas: Todos los sábados desde 16/06 hasta 18/08 (ambos inclusive)
Domingos: 29/07, 05/08 y 12/08";;"VCA";"000002";"000002";"01";"04";"AG";"000006";613,00;;;770,00;-1;1;;"0004";;;1;2;-1;;;810,00;;;"
";;"8 días y 7 noches";"
"
"0000000051";"Holanda: en familia suplemento individual";;;;"suplemento individual";;"VCA";"000002";"000002";"01";"04";"AG";"000006";145,00;;;145,00;-1;;;"0004";;;;;;;;;;;;;;
"0000000052";"Holanda: de Amsterdam a Bruselas";"Cruzando fronteras";"Un paseo en barco y bici entre estas dos capitales europeas ... 
Desde 689 €";"Saliendo en barco por la ciudad de Amsterdam nos dirigimos en dirección sur hacia Bélgica en una forma atractiva de viajar en barco y en bicicleta. Aunque cada semana se hace el viaje en sentido opuesto de Bruselas a Amsterdam.
De la cosmopolita y a la vez tranquila ciudad de Amsterdam, salimos hacia Breukelen en barco, donde se cogen las bicis para pedalear por el castillo de De Haar y el río Vecht. Por Montfoort se llega a Vianen donde se duerme.
El viaje continua por campos y canales hasta la antigua ciudad de S´Hertogenbosch capital de la provincia. Su catedral merece una visita. La ciudad amurallada de Willemstad frente al mar se encuentra estratégicamente situada. Continuando al sur, se cruza la frontera en el barco por el puerto flamenco de Antwerp, ciudad famosa por sus fábricas de cerveza. En Bruselas se dispone de un día entero para visitar la ciudad.
Este viaje se hace de forma inversa alternativamente. deben consultarnos para saber cada semana que sentido se hace.
";"Holanda: de Amsterdam a Bruselas

Barco: 
Muelle: 
Salida: fecha, 13.30h
Referencia: P

Fechas: Desde Amsterdam 26/05, 07/07, 04/08, 18/08
Fechas: Desde Bruselas 02/06, 14/07, 11/08, 25/08 ";;"VCA";"000002";"000002";"01";"04";"AG";"000006";543,20;;;679,00;-1;1;;"0004";;;1;2;-1;;;689,00;;;"";;"8 días / 7 noches";"
"
"0000000053";"Francia: Castillos de Loira en familia";"Lo más bonito de Francia en bici";"Viaje de 6 noches para recorrer esta bella región francesa. Hoteles de calidad y recorridos seguros ";"El Loira recorre la region centro de Francia, y en este corazón de Francia se erigieron numerosos y ";"Francia: Castillos de Loira en familia
Del 6 al 12 de agosto, ambos inclusive
niño a 510 euros
bici 75 euros";;"VCP";"000108";"000108";"01";"04";"AG";"000006";700,00;;;925,00;-1;1;;"0002";;"Costes:
";2;2;-1;;;885,00;;;"";;"7 días / 6 noches";""
"0000000054";"Francia: Castillos de Loira";"Los mejores Castillos del Loira";"Recorrido de 7 noches por uno de los destinos más conocidos para el cicloturista. Viaje para ver la ";"Esta es una zona famosa por el cicloturismo. Recorridos planos o suaves colinas y muchos carriles bi";"8 días / 7 noches

EL PRECIO INCLUYE:
- Alojamiento en habitación doble. Hoteles 2 estrellas.
- Media pensión: 7 cenas de 3 platos y desayunos buffet.
- Traslados equipaje.
- Asistencia.
- Mapas y libro de ruta en Castellano.
- Tasas locales.";;"VCA";"000012";"000012";"01";"04";"AG";"000006";505,75;;;595,00;-1;1;;"0002";;"Salidas:

Sábados y Domingos: 31 Marzo - 21 Oct Inclusive
Miércoles, Jueves, Sábados y Domingos: 4 de julio a 23 Agosto";2;2;-1;;31/10/2013 0:00:00;595,00;;;"";;"8 días / 7 noches";""
"0000000055";"Madrid: City Tour Clasico";;;;"Madrid en bicicleta
Referencia:
Día:
Hora:

Madrid by bike
reference:
day:
time:";;;;;;;;;0,00;;;0,00;0;;"02";;;;;;0;;;-9999999999,00;;;;;;
"0000000056";"Madrid: City Tour Festivo";;;;"Madrid en bicicleta, día festivo o fin de semana";;;;;;;;;0,00;;;27,00;0;;"02";;;;;;;;;;;;;;;
"0000000057";"Madrid: Photo Safari";;;;"Madrid Photo Safari";;;;;;;;;0,00;;;28,00;0;;"02";;;;;;;;;;;;;;;
