"0000000006";3;1;"Day 3 Astorga - Villafranca";"55 km with climbing";"Today’s the day when we move from the rolling hills of Castile into the mountains that mark the beginning of the end of the Camino! Since it’s our first day of serious climbing, we’ll take the road and ride to the highest point on the Camino, a gradual climb of 800 metres/2,624 feet (which also means a stunning twelve-kilometer descent to Molinaseca and through to Ponferrada!) After visiting the Templar Castle in Ponferrada, we’ll travel by van to the town of Villafranca del Bierzo, where we’ll stay in the renovated Parador of Villafranca. If time permits, we’ll visit a winery owned by an unrepentant rock musician-turned-impresario who produces some of the area’s best vintages.";
"0000000006";4;1;"Day 4 Villafranca - Portomarín";"55 km, hills and climbing";"This stage of the Camino is considered to be the most difficult by Camino riders, who regularly share survival stories of how they managed to climb up to the peak of O Cebreiro. You don’t have to ride that section – the minivan is there for the less macho cyclists among us – and anyway, it’s worth saving your energy for the brake-burning 25 km descent that follows. After visiting the restored village and mountaintop chapel at O Cebreiro – spiritual home to the recent Camino renaissance - we’ll get on the bikes and enjoy the downhill ride into the hamlet of Triacastela. We’ll ride through (and visit) the Monastery of Saint Julian in Samos, then trace our way along backcountry roads through pine and eucalyptus forests, away from the main Camino route, and pedal through to Sarria (where we’ll have our lunch break). Our accommodation for that night is in Portomarín, situated on the banks of the Miño River. The hotel is located in the reconstructed old town center, which was moved and rebuilt in the mid-50s to make way for a power dam.";
"0000000006";5;1;"Day 5 Portomarín - Arzua";"51 km, rolling terrain";"Central Galicia is carpeted in dense pine forests and eucalyptus groves, which will provide shade as we trace our way through tiny hamlets spread along the Camino, many of which don’t have much more than a couple of inhabitants and a lot of cows! Luckily, Galicia is criss-crossed by country lanes, giving us the opportunity to get off the beaten path. We’ll discover some charming lanes that take us away from the maddening crowds on the Camino, and take the time to the isolated ruins of castles, fabulous views and the peace of the countryside. We’ll have lunch on the grounds of the Palace of Ulloa (made famous by Emilia Pardo Bazán, the doyenne of Galician literature). That night, we’ll stay in Arzúa, within easy striking distance of Santiago de Compostela. ";
"0000000006";6;1;"Day 6 Arzua - Santiago de Compostela";"38 km, rolling terrain";"The final day of the tour is short but stiff. We’ll bike the final kilometers through rolling countryside, past Lavacolla Hill, where, ages ago, pilgrims would tidy themselves up before attending the Pilgrim’s Mass at the Cathedral. From there, it’s on to the Monte do Gozo, where you get your first glimpse of the end of the road: the Cathedral of Santiago. It’s a quick 4 kilometer ride into the center of Santiago itself, where narrow, winding streets reach the Praza do Obradoiro, home of both the Cathedral of Santiago and the Parador, the former Palace of the Catholic Kings. After visiting the Pilgrims’ Affairs office, where we’ll receive the coveted Compostela certificate (making us official pilgrims) we’ll have a farewell dinner and a walk though the lamp-lit streets of the Old Town. 

";
"0000000006";7;1;"Day 7. End of the trip
";"";"After breakfast, we’ll drive back to Madrid through the southern reaches of Galicia and across the broad, golden plains of Castile.  ";
"0000000009";1;1;"Día 1 Amsterdam
";"Ruta de aprox. 20 Km. ";"Embarcación sobre las 16pm cerca de la estación Central y recorrido por la ciudad para introducirnos al pais y a la forma de montar en bicicleta por los numerosos carriles bicicleta. En la cena se explicarán las rutas para toda la semana.
Documentación y guías en idioma inglés.
";
"0000000009";2;1;"Día 2 Amsterdam-Volendam
";"Ruta de aprox. 42 kms.";"Salimos en barco hasta el barrio Norte, donde cogemos las bicicletas por zonas rurales del Waterland hasta la isla de Marken conectada con tierra en 1957, por eso conserva tan bien su pasado. Su tranquilidad se respira en cada rincón, pues no se permite el paso a coches. Continuamos hasta Monnickendam, histórico pueblo por el comercio que tenía con el Báltico. Después llegamos a Volendam donde las gentes visten los tradicionales trajes.
";
"0000000009";3;1;"Día 3 Volendam-Enkhuizen
";"Ruta de aprox. 58 km. o de 27 Km. desde Hoorn";"Se puede navegar en el barco hasta Hoorn, o comenzar desde aquí la ruta de 58km.
Se pasa por Edam, otra histórica ciudad más famosa por el queso envuelto en cera roja. Continuamos por canales donde se aprecia el sistema de bombeo de agua y llegamos a Hoorn, ciudad de gran tradición marinera, desde donde salían los numerosos barcos hacia las colonias de Dutch East Indies (Indonesia). Más al norte está Enkhuizen también ciudad de la edad de Oro holandesa que entró en decline cuando se cerró en 1932 el mar Zuiderzee. 
";
"0000000009";4;1;"Día 4 Enkhuizen-Texel
";"Ruta de aprox. 43 km.";"Tras visitar el Zuiderzeemuseum, un precioso museo al aire libre que recrea la vida en el pasado de los puertos pesqueros de esta zona, hoy vamos a la isla de Texel y vemos de camino, el Afsluitdijk, un gran dique de 30 kms. la mayor obra de ingenieria hecha para ganar terreno al mar, convirtiendo el mar del sur o Zuidersee en el lago IJssel 
";
"0000000009";5;1;"Día 5 Texel";"Vuelta en la isla de 66 kms.";"Ruta circular en esta isla de 20 kms. de largo por 5 de ancho. Es una isla protegida con largas playas con dunas, con pequeños pueblos con museos, con una gran colonia de aves migratorias y famosa por una raza especial de ovejas que ayuda a producir el conocido queso de Texel.

";
"0000000009";6;1;"Día 6 Texel-Alkmaar
";"Rutas opcionales de 30/40 o 58 km. ";"Embarcamos hacia tierra firme y vamos a Den Helder donde comenzamos la ruta. Den Helder es un puerto naval holandés y es la entrada del canal que permite a los grandes barcos ir a Amsterdam. Por el lago IJssel pueden tocar fondo.
La ruta cruza las mayores dunas del mar del Norte y tendremos vistas espectaculares del mar. Por campos de tulipanes, floridos en Abril y Mayo, llegamos a Alkmaar, la ciudad del queso, con casas tradicionales y buen ambiente de cafés y bares.

";
"0000000009";7;1;"Día7 Alkmaar-Zaanse Schans-Amsterdam
";"Ruta de aprox. 45/20 km.";"Tras ver el mercado del queso a las 10am podemos embarcar hacia Zaanse Schans o pedalear todo el día hasta Amsterdam.
Veremos pueblos y molinos del siglo XVII, y podremos visitar el poblado de Zaanse Schans, un pequeño parque turístico con talleres, tiendas y museos. La ruta sigue hasta Amsterdam, donde tendremos tiempo de hacer las últimas compras y pasear tras la cena. 
";
"0000000009";8;1;"Día 8 Amsterdam
";"";"Desayuno y desembarcamos antes de las 10am.";
"0000000010";1;1;"Día 1 Amsterdam-Vianen
";"";"Embarcamos sobre las 14pm cerca de la estación Central y navegamos hacia Vianen.
Ruta circular por la ciudad para introducirnos al pais y a la forma de montar en bicicleta por los numerosos carriles bicicleta. En la cena se explicarán las rutas para toda la semana.
Documentación y guías en idioma inglés.
Ruta de aprox. 20 Km. ";
"0000000010";2;1;"Día 2 Vianen-Gouda";"";"Salimos en bicicleta hasta Breukelen por los canales típicos de Holanda. En Breukelen embarcamos y navegamos hasta Vianen, una ciudad muy antigua que obtuvo sus derechos de ciudad en 1336. Todavía queda parte de la muralla antigua en el centro del pueblo.
Ruta de aprox. 40 kms.";
"0000000010";3;1;"Día 3 Gouda-Delft
";"";"Ruta en bicicleta por el río Lek hacia Rotterdam, donde embarcamos para llegar por la tarde a Delft. Delft es una ciudad universitario famosa ciudad por su cerámica y ha sido muy importante para la historia del país. Aquí fue donde Baltazar Gerards (simpatizante de los españoles) mató a Willem van Oranje, quien se rebeló contra los españoles, en 1584. Visitamos el centro de la ciudad, usado por Johannes Vermeer (nacido en Delft) como motivo de sus cuadros.
Ruta de aprox. 40 km.";
"0000000010";4;1;"Día 4 Delft-Leiden
";"";"Hoy montamos por Katwijk hasta Leiden. Leiden es otra ciudad donde nació un pintor muy famoso: Rembrandt. Padece una universidad muy importante y sus estudiantes añaden al carácter joven y feliz de la ciudad. Es una ciudad bella que posee muchas casas del siglo XVII. 
Ruta de aprox. 40 km.";
"0000000010";5;1;"Día 5 Leiden-Leiden";"";"Hoy tenemos varias opciones. Para los amantes de la naturaleza recomendamos la ruta circular por el Kagermeer (Lago Kager), una zona con fama por su cáracter típico Holandés, de unos 30 kms. También se puede quedar en Leiden y podéis visistar al museo Lakenhal, un museo con los 20 pinturas más famosas del siglo XVII pintado por los grandes pintores de Leiden. También, visitar mejor la ciudad o ir en tren a La Haya para visitar el museo ""Mauritshuis"" con el famosos cuadro de Vermeer ""La joven de la perla"", o el parque en miniatura Madurodam. ";
"0000000010";6;1;"Día 6 Leiden-Haarlem";"";"Montamos en bici cruzando las dunas que protegen el interior de Holanda y llegamos a la playa, donde paramos a comer. Luego volvemos al interior hasta Haarlem. Le recomendamos que se detenga un momento en la propia plaza mayor, una de las más hermosas de los Países Bajos. Es posible visitar el museo de Frans Hals, un museo dedicado al pintor Frans Hals (1580-1666), que vivió mucho tiempo en Haarlem a pesar de haber nacido en Amberes. 
Ruta de 37 km.";
"0000000010";7;1;"Día7 Haarlem-Amsterdam
";"";"Veremos pueblos y molinos del siglo XVII, y podremos visitar el poblado de Zaanse Schans, un pequeño parque turístico con talleres, tiendas y museos. La ruta sigue hasta Amsterdam, donde tendremos tiempo de hacer las últimas compras y pasear por la ciudad tras la cena.
Ruta de 40 km.";
"0000000010";8;1;"Día 8 Amsterdam";"";"Desayuno y desembarcamos antes de las 10am.";
"0000000011";1;1;"Día 1 Ámsterdam-Purmerend
";"Ruta de aprox. 20 Km.";"Embarcamos desde las 13 y salimos en bici a las 14pm desde Amsterdam, comenzamos con un recorrido en bicicleta hacia el norte por la zona llamada ‘tierra de agua’. Aquí el agua tiene casi la misma altura que la tierra. Pasamos la noche en Purmerend.
Ruta de aprox. 20 Km.";
"0000000011";2;1;"Día 2 Purmerend-Alkmaar";"";"Continuamos en el norte en el terreno ganado al mar llamado el Beemster, también conocido por el queso de esta zona. En el área entre los diques, los pólderes, se puede regular la altura del agua. En Schermerhorn podremos visitar un museo en uno de los tres molinos alineados del siglo 17.. Vamos por tanto, por campos planos, vemos molinos y canales y los pueblos Graft y de Rijp que prosperaron en el mismo siglo. El destino de hoy es Alkmaar, la capital del queso con más de 400 lugares históricos en su centro.
Ruta de 30 kms.";
"0000000011";3;1;"Día 3 Alkmaar –Zaanse Schans-Haarlem
";"Ruta de 35 km.";"En bicicleta vamos hacia el sur por campos de cereales hasta los antiguos molinos del pueblecito de ‘Zaanse Schans’, donde se puede ver cómo los holandeses vivieron hace dos siglos. Hoy en día la gente sigue viviendo en este museo al aire libre. Tendremos tiempo para ver sus museos y tiendas y embarcamos hacia Haarlem. Tiempo para conocer la rica historia de esta ciudad dando un paseo entre los bellos monumentos del Siglo de Oro Holandés que todavía se conservan.
";
"0000000011";4;1;"Día 4 Haarlem-Leiden";"";"Por la mañana hacemos un pequeño tour por la ciudad para ver los ‘hofjes’ típicos; antiguas plazas rodeadas por casas de beneficencias donde vivieron monjas, viudas y mujeres solteras. En Haarlem se encuentra uno de los hofjes más antiguo del país, del año 1395. Continuando hacia el sur, podremos visitar uno de las 3 estaciones de bombeo con las que se extrajo el agua del pólder Haarlemmermeer (donde se encuentra el aeropuerto Schiphol, lo que literalmente significa ‘infierno de barcos’) entre 1849 y 1852. Continuamos por las dunas y largas playas de arena blanca. Habrá tiempo para visitar la ciudad universitaria de Leiden y sus museos.
Ruta: 40 km.";
"0000000011";5;1;"Día 5 Leiden";"";"Hoy, el barco permanece en Leiden y tenemos muchas posibilidades para pasar el día. Los aficionados de la bici pueden pedalear junto al mar del Norte o para los amantes de la naturaleza recomendamos una ruta por su cuenta por el Kagermeer (Lago Kager), una zona con fama por su carácter típico holandés, de unos 30 kms. Si el tiempo lo permite es posible acercarse al mar, quedarse en la playa, o visitar Leiden y sus numerosas museos. La mejor opción es ir en tren a La Haya para visitar el museo ""Mauritshuis"" con el famoso cuadro de Vermeer ""La joven de la perla"", el cuadro panorámico de Mesdag o el parque en miniatura Madurodam. ";
"0000000011";6;1;"Día 6 Leiden-Aalsmeer";"";"Tenemos la mañana libre para visitar la subasta de flores en donde se vende 19 millones de flores y 2 millones de plantas cada día y por ello tiene el edificio de subasta más grande en el mundo. Desde la galería diseñada para visitantes podemos ver las flores y la subasta. 
Por la tarde andamos en bici por los lagos hasta el pueblo Kudelstaart. Pasamos por los campos de cultivo de los tulipanes (abril/mayo están en flor) y llegamos a Aalsmeer y su gran lago que parece un mar. Amanecer, cenar y desayunar en este sitio no se le olvidará. 
Ruta: 35 km.";
"0000000011";7;1;"Día 7 Ámsterdam";"Ruta: 25 km.";"Ruta fácil hasta Ámsterdam, llegando por el río Amstel. Disfrutamos de la tarde libre en Ámsterdam.
Se recomienda una visita al célebre cuadro de Rembrandt ‘La Ronda de noche’ en el Museo Nacional ‘Rijksmuseum’ o una visita al museo de Van Gogh’.
Tras la cena podemos visitar la ciudad por nuestra cuenta, andando o en barco turístico por los canales.

";
"0000000011";8;1;"Día 8 Fin del viaje
";"";"Tras el desayuno, se puede desembarcar.";
"0000000021";0;1;"
";"";"";
"0000000021";1;1;"Day 1 - León  ";"";"On arrival in León, you will find the information required for your journey at the hotel: a complete package including hotel vouchers, your touring bike with all accessories, detailed documentation with maps and a road book. 
Founded in 884 AD, León has abundant gastronomic and architectural riches - dinner is best enjoyed by having tapas in the atmospheric bars located along the narrow streets of the Barrio Húmedo. The cathedral is a gem from the Gothic period.";
"0000000021";2;1;"Day 2 - León - Astorga 48 km
";"";"Today’s route takes us through classic Castilian landscapes, complete with holm oaks, golden wheat fields and gentle ups and downs. It’s hard to get lost: the route never strays far from the N120 highway. The landscape in the first half of the route is relatively dry, but gets greener the further west you get; you’ll cross fields full of diverse crops, such as wheat, corn, hops and wine grapes. Wildlife isn’t a big feature of this first part of the trip, though you will see geckoes, birds of prey and lot of dairy cows!
Astorga is home to three national monuments and one of the best Romanesque facades. ";
"0000000021";3;1;"Day 3 Astorga - Villafranca 
";"75 km. A climb.";"From Astorga, the Camino starts to climb gently until it meets the first mountain on the way. Once you've reached the top of Foncebadón, take it easy and enjoy the sweeping downhill ride and the gorgeous views on the ride through vineyards to Villafranca. You will stay in the renovated Parador of Villafranca. 
The town of Villafranca del Bierzo is a historical and artistic monument and was created to give refuge and sanctuary to the pilgrims before initiating the most difficult part of their pilgrimage. The monastery cloister is a Renaissance jewel.";
"0000000021";4;1;"Day 4 Villafranca - Portomarín
";"85 km. The most difficult day. ";"Get ready for the most challenging day. From Villafranca you ride slowly towards the mythical O'Cebreiro pass, the most demanding peak along the western section of the Camino. With a little patience it's more than possible to reach the top, but in any case, a taxi is there in case you want to use it. Then it's downhill all the way to Sarria, and onward via a rolling route to Portomarín.
The older neighborhoods once belonged to the Order of Saint John of Jerusalem, but now lie submerged, covered by the waters of the Miño River dam.";
"0000000021";5;1;"Day 5 Portomarín - Arzua";"51 km";"This day provides a lovely alternative to the previous day's hard work. Several easy and long uphills and downhills go through rolling terrain, giving cyclists a view of Galicia's rural landscape. ";
"0000000021";6;1;"Day 6 Arzua - Santiago Compostela
";"38 km. 200 mts. gradient (ascent) 
";"Don't let the short length fool you; the final stage is short, but kind of demanding! After approximately four hours of riding, cyclists become pilgrims upon arrival at the Pórtico de la Gloria (""The Façade of Glory"") at the Cathedral of Santiago. After taking a breath (and celebrating with others arriving by foot and on horseback!), you can visit the Pilgrims' Office where you can obtain the ""Compostela"", the document certifying you as an official pilgrim (good for John Wayne jokes in the future!). Accommodation is centrally located, giving you the opportunity to explore the streets and bars of the atmospheric historic centre after dark.
This city, without any doubt, is the most important of the Christian Middle Ages. It is worldwide renowned and each year thousands of travelers come to visit its treasures.";
"0000000021";7;1;"Day 7 End of the trip";"";"Rest your weary legs and bask in the glory as you reflect on a truly memorable journey. This is the final day of the tour. ";
"0000000041";0;1;"";"";"";
"0000000041";1;1;"Day 1    LAGUARDIA (ALAVA)";"";"Laguardia is the unofficial capital of the Rioja Alavesa – the Basque section of La Rioja – and many of the 320 wine cellars dating back from the late 18th century are still functioning today. When approaching the town, the location on a hill matches your eye; it stands perched high, still partly surrounded by walls, towers and fortified getaways. After arrival, you’ll have a chance to sample some famous Rioja vintages in a nearby wine interpretation centre, located in a traditional Basque farmhouse.";
"0000000041";2;1;"Day 2    ABALOS (RIOJA)";"Riding through the Rioja Alavesa (32 km)";"After breakfast, we’ll hold the orientation session, where your bike will be specially fitted for you and you’ll be presented with all the documentation and things you need for your trip. Afterwards, it’s downhill (almost!) all the way as you skirt the banks of the Ebro River, winding your way through vineyards. That evening, you’ll stay in a converted 17th-century bishop’s palace and get to sample some of the region’s best cuisine.";
"0000000041";3;1;"Day 3    ABALOS (RIOJA)";"Discovering the winery towns (50 km)";"Almost all of today’s route follow small, quiet country paths along the Ebro River, giving you a chance to roam through some of the area’s most beautiful and historic little towns. We go through San Vicente de Sonsierra and see its internationally-famous Church of the True Cross; Haro, the town known for its fine red wines; and a fifteenth-century monastery that’s been converted into one of the region’s most memorable wineries.";
"0000000041";4;1;"Day 4    SAN MILLAN (RIOJA)
";"Along the Camino de Santiago (46 km) ";"Long acknowledged as the oldest tourist trail stretching throughout Europe, the Camino de Santiago (Saint James Way, in English) is the dividing line between the upper and lower Rioja regions. After a leisurely tour along the Ebro, ride through the atmospheric town of Briones and head along quiet secondary roads to the town of San Millan. This day’s purposely a little on the short side, in order to allow you to visit the surrounding towns and monasteries at your own pace; or to stretch your legs and take in some of the marvellous walking opportunities throughout the valley.";
"0000000041";5;1;"Day 5    EZCARAY (RIOJA)
 ";"";"Many of Spain’s most remarkable monasteries and convents are located in and around the Sierra de la Demanda, the southern boundary of the Rioja Region, and today’s route will take us through this scenic and architecturally stunning region, little-visited by tourists. San Millán de la Cogolla is home of the thirteenth-century Yuso Monastery, where the first Latin-Castilian dictionaries, the Glosas Emilianenses, were compiled. The Monastery itself is an architectural jewel, and no one should leave without visiting its astounding library and sacristy. From there, we’ll skirt the lower ranges of the Montes de Suso hills to Santo Domingo de la Calzada, established by Saint Domenic in the twelfth century to aid pilgrims making their way to Santiago de Compostela. Once we’ve had a chance to explore the streets of Santo Domingo, we’ll take advantage of the excellent Vía Verde del Rio Oja rail trail – fifteen kilometres of pure biking pleasure that stretch deep into the Oja Valley, ending in the charming town of Ezcaray.";
"0000000041";6;1;"Day 6    END OF THE TRIP";"";"But not of our memories!
Transfer to Logroño, Laguardia (starting point) or to the train station of Miranda Ebro.
Ask us about the best options to continue your trip through Spain.";
"0000000043";0;1;"Día 1 Sábado. Passau";"";"Llegada a Passau antes de la 16pm. Entrada al barco a las 16,45.
Si llega en tren, hay un traslado en autobús a las 16,45 desde la estación. Alojamiento en su camarote y cena a bordo.";
"0000000043";1;1;"Día 2 Passau-Schlögen–Linz";"67 km bici, 37 km en barco";"Navegamos hasta el monasterio de Engelhartszell, desde donde se coge la bicicleta sobre las 9.00 para ir a Linz pasando por el impresionante meandro de Schlögen y los pueblos Eferding y Ottensheim, donde se puede embarcar o seguir en bici. Tiempo para ver Linz, la ciudad de la Cultura 2009.
Barco sale de Engelhartszell 11pm y llega a Linz 17:15pm.";
"0000000043";2;1;"Día 3, Linz – Grein";"58 km bici";"Ruta río abajo por el lago Pleschinger See y Mauthausen para llegar al castillo de Pragstein. Por Mittenkirchen llegamos hasta el encantador pueblo de Grein con su castillo, bonita plaza y su teatro medieval.
Barco sale de Linz 12pm y llega a Grein 16pm.";
"0000000043";3;1;"Día 4 Grein–Melk / Emmersdorf";"49 km bici";"Montamos desde Grein a Wiesen, pasando el Studengrau y la isla impresionante de Wörth. Paseamos por Ybbs, ' La ciudad gótica de Nibelungen' y al final llegamos a Melk, la entrada del valle Wachau y vemos su impresionante abadía barroca.
Dormimos por la noche en Emmersdorf.
Barco sale de Grein 12.00 y llega a Emmersdorf 17.00pm";
"0000000043";4;1;"Día 5 Wachau-Krems-Tulln";"39 km bici";"Ruta en bici desde Melk, pasando por viñedos hasta los pueblos de Spitz y Dürnstein. Pasamos por Loiben hasta que lleguemos a Krems, patrimonio de humanidad UNESCO. 
Embarcamos y despues de la cena seguimos en barco a Tulln. Bonito paseo en barco.
Barco sale de Emmersdorf 12.00 y llega a Krems 15.00. Salida hacia Tulln 21.00, llegada 23.00";
"0000000043";5;1;"Día 6 Viena";"35 kms bici";"Hoy cada uno puede decidir llegar a Viena en bici o en barco. En bici se pasa por bosques junto al ría y por Klosterneuburg hasta la ciudad, siempre por carril bici. A las 12.00 hay posibilidad de un crucero por el centro de Viena en el MS Diana para conocer la ciudad. Tarde libre en esta preciosa ciudad. Por la noche, sobre las 21.00 cenamos en el barco que zarpa de Viena de regreso a Passau y se duerme en el barco.
Barco sale de Tulln 8.30am y llega a Viena (Nussdorf) 11.00, salida 21.00pm";
"0000000043";6;1;"Día 7 Linz";"";"A primera hora de la tarde el barco llega a Au St-Florian, donde cogemos las bicis. Cogemos el ferry para cruzar la ciudad más antigua de Austria: Enns. Después disfrutamos de una visita guiada por la abadía de St. Florian, un edificio impresionante de estilo barroco con la tumba del compositor Anton Bruckner. Luego seguimos en bici por Abwinden hasta Linz, donde nos esperará el barco.
Barco sale de Linz 21.00 hacia Passau";
"0000000045";1;1;"Day 1: Cambados
";"23th of August";"Welcome and pick up at the Airport of Santiago. We will take you to your hotel and help you to fit your bike and taking charge of your bike box.
Located in the center of Cambados a lovely coastal town with a solid reputation because of its wines and spirits, Pazo Capitana will be our first hotel for the first three nights in Spain. Placed in an ancient country palace and winery, you will enjoy local hospitality that have been inherited from a thousand years.
From the hotel, you can walk to the beach.
Included: Dinner with wine.
HOTEL: Pazo A Capitana (http://www.pazoacapitana.com/)";
"0000000045";2;1;"Day 2: Cambados (Pontevedra)
";"
";"The start of the day will be a bike ride around the hotel to see the time-trial before we have a look to the espectacular mussel rack used to cultivate the mussels.
The route starts in the sea and we can get to the Island of Arousa over the surprising bridge over the sea. It will be a bike loop around this impressive area , visiting the best spots of this area wich is well deserved fame about the quality of the gastronomy. We come back to the same hotel.
Included: Breakfast. 
HOTEL: Pazo A Capitana (http://www.pazoacapitana.com/)
Stage 1 Team Time trail (http://www.lavuelta.es/12pr/en/recorrido/index.html)";
"0000000045";3;1;"Day 3: Cambados (Pontevedra)";"";"We have a morning transfer of 78 kms to the pretty Portuguese fortified town of Valenca do Miño, where we can ride along the Miño river to the Atlantic Ocean. There is an optional climb to the nearest Mount of Tecla with a spectacular view of the Atlantic and the shore of Portugal and Spain. Then we can continue riding along the coast to Baiona, a pretty coastal town where we will see the finish of the stage. Bayona is the first spot where Columbus arrived back in Spain after the first trip to America.
After the race, we have got a 83 kms transfer to our hotel in Cambados.

http://www.rutadelvinoriasbaixas.com/en
http://www.riasbaixas.depo.es/web2009/index.php?idIdioma=3

HOTEL: Pazo A Capitana (http://www.pazoacapitana.com/)
";
"0000000045";4;1;"Day 4: Finisterre (A Coruña)
";"";"We will ride from the hotel to visit the island of Grove, a paradise with the best sea food in the world, unspoiled beaches, and its famous vineyards.
The stage ends close to Cambados, so after the race, we will get back to the hotel, to get ready for the next transfer of 100 kms to Finisterra and once there to our exclusive hotel where we will be acomodated for the next two days.
We need to mention a few tips about this place that means “the end of the world” or “finis terrae”. That singular spot it was really the furthest occidental spot before Columbus proved that the Earth was spherical. Even today you can fell the magic atmosphere of that amazing region. Unknown for many people it is the real end of “The Camino”. (Sant James Way).
The hotel with only 6 six rooms, it will be enterly occupied just for us. Incredibly located between two seas, on both sides you have a sandy beach. 
At arrival, we have an “après vélo” aperitive of wine and organic products from the garden of the hotel.
Meals: Wine tasting, gourmet dinner with beer & wine provided.

HOTEL: Mar de Ardona (http://www.hotelmardaardoracom)

Stage 2 (http://www.lavuelta.es/12pr/en/recorrido/index.html?e=2)

";
"0000000045";5;1;"Day 5: Finisterre (A Coruña)";"";"We will cycle again from the hotel along this impressive coast. With our close van support , we can get our swim suits and stop in the best beach spot to have a bath before having some great tapas lunch. After that experience we will go to see the end of the stage in the VIP area. After the ride we will get back to our hotel.

HOTEL: Mar de Ardora (http://www.hotelmardaardoracom)";
